,time,date,stock_code
0,2024-01-19 09:00:00+08:00,2024-01-19 09:00:00+08:00,HSI
1,2024-01-19 10:00:00+08:00,2024-01-19 10:00:00+08:00,HSI
2,2024-01-19 11:00:00+08:00,2024-01-19 11:00:00+08:00,HSI
3,2024-01-19 12:00:00+08:00,2024-01-19 12:00:00+08:00,HSI
4,2024-01-19 13:00:00+08:00,2024-01-19 13:00:00+08:00,HSI
5,2024-01-19 14:00:00+08:00,2024-01-19 14:00:00+08:00,HSI
6,2024-01-19 15:00:00+08:00,2024-01-19 15:00:00+08:00,HSI
7,2024-01-19 16:00:00+08:00,2024-01-19 16:00:00+08:00,HSI
8,2024-01-22 09:00:00+08:00,2024-01-22 09:00:00+08:00,HSI
9,2024-01-22 10:00:00+08:00,2024-01-22 10:00:00+08:00,HSI
10,2024-01-22 11:00:00+08:00,2024-01-22 11:00:00+08:00,HSI
11,2024-01-22 12:00:00+08:00,2024-01-22 12:00:00+08:00,HSI
12,2024-01-22 13:00:00+08:00,2024-01-22 13:00:00+08:00,HSI
13,2024-01-22 14:00:00+08:00,2024-01-22 14:00:00+08:00,HSI
14,2024-01-22 15:00:00+08:00,2024-01-22 15:00:00+08:00,HSI
15,2024-01-22 16:00:00+08:00,2024-01-22 16:00:00+08:00,HSI
16,2024-01-23 09:00:00+08:00,2024-01-23 09:00:00+08:00,HSI
17,2024-01-23 10:00:00+08:00,2024-01-23 10:00:00+08:00,HSI
18,2024-01-23 11:00:00+08:00,2024-01-23 11:00:00+08:00,HSI
19,2024-01-23 12:00:00+08:00,2024-01-23 12:00:00+08:00,HSI
20,2024-01-23 13:00:00+08:00,2024-01-23 13:00:00+08:00,HSI
21,2024-01-23 14:00:00+08:00,2024-01-23 14:00:00+08:00,HSI
22,2024-01-23 15:00:00+08:00,2024-01-23 15:00:00+08:00,HSI
23,2024-01-23 16:00:00+08:00,2024-01-23 16:00:00+08:00,HSI
24,2024-01-24 09:00:00+08:00,2024-01-24 09:00:00+08:00,HSI
25,2024-01-24 10:00:00+08:00,2024-01-24 10:00:00+08:00,HSI
26,2024-01-24 11:00:00+08:00,2024-01-24 11:00:00+08:00,HSI
27,2024-01-24 12:00:00+08:00,2024-01-24 12:00:00+08:00,HSI
28,2024-01-24 13:00:00+08:00,2024-01-24 13:00:00+08:00,HSI
29,2024-01-24 14:00:00+08:00,2024-01-24 14:00:00+08:00,HSI
30,2024-01-24 15:00:00+08:00,2024-01-24 15:00:00+08:00,HSI
31,2024-01-24 16:00:00+08:00,2024-01-24 16:00:00+08:00,HSI
32,2024-01-25 09:00:00+08:00,2024-01-25 09:00:00+08:00,HSI
33,2024-01-25 10:00:00+08:00,2024-01-25 10:00:00+08:00,HSI
34,2024-01-25 11:00:00+08:00,2024-01-25 11:00:00+08:00,HSI
35,2024-01-25 12:00:00+08:00,2024-01-25 12:00:00+08:00,HSI
36,2024-01-25 13:00:00+08:00,2024-01-25 13:00:00+08:00,HSI
37,2024-01-25 14:00:00+08:00,2024-01-25 14:00:00+08:00,HSI
38,2024-01-25 15:00:00+08:00,2024-01-25 15:00:00+08:00,HSI
39,2024-01-25 16:00:00+08:00,2024-01-25 16:00:00+08:00,HSI
40,2024-01-26 09:00:00+08:00,2024-01-26 09:00:00+08:00,HSI
41,2024-01-26 10:00:00+08:00,2024-01-26 10:00:00+08:00,HSI
42,2024-01-26 11:00:00+08:00,2024-01-26 11:00:00+08:00,HSI
43,2024-01-26 12:00:00+08:00,2024-01-26 12:00:00+08:00,HSI
44,2024-01-26 13:00:00+08:00,2024-01-26 13:00:00+08:00,HSI
45,2024-01-26 14:00:00+08:00,2024-01-26 14:00:00+08:00,HSI
46,2024-01-26 15:00:00+08:00,2024-01-26 15:00:00+08:00,HSI
