,time,date,stock_code_x,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,stock_code_y,uuid,last_modified_date,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos,cs_base_hour_current_hour,cs_base_hour_current_day,cs_base_hour_current_hour_minus,cs_base_hour_current_month,cs_base_hour_current_year,cs_base_hour_current_month_minus,cs_base_day_current_hour,cs_base_day_current_day,cs_base_day_current_hour_minus,cs_base_day_current_month,cs_base_day_current_year,cs_base_day_current_month_minus,cs_base_hour_minus_current_hour,cs_base_hour_minus_current_day,cs_base_hour_minus_current_hour_minus,cs_base_hour_minus_current_month,cs_base_hour_minus_current_year,cs_base_hour_minus_current_month_minus,cs_base_month_current_hour,cs_base_month_current_day,cs_base_month_current_hour_minus,cs_base_month_current_month,cs_base_month_current_year,cs_base_month_current_month_minus,cs_base_year_current_hour,cs_base_year_current_day,cs_base_year_current_hour_minus,cs_base_year_current_month,cs_base_year_current_year,cs_base_year_current_month_minus,cs_base_month_minus_current_hour,cs_base_month_minus_current_day,cs_base_month_minus_current_hour_minus,cs_base_month_minus_current_month,cs_base_month_minus_current_year,cs_base_month_minus_current_month_minus
58,2025-02-26 21:05:20.243036+08:00,2025-02-26 21:05:20.243036+08:00,0,4,57,9,15,51,3,7,37,4,54,114,9,0,0,0,0,0,0,0,0,0,68,0,2025,2,26,21,2,1,False,False,False,False,False,False,57,9,4,0,1.22465e-16,-1,-0.5,0.866025,9,6,-0.951057,-0.309017,0.5,-0.866025,1,7,0.951057,0.309017,-0.866025,0.5,7,3,0,1,0.866025,-0.5,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,8,0,8,7,7,0,7,3,7,6,8,0,3,0,3,3,10,0,4,0,4,4,5,1,2,3,2,2,6,1,10,3,10,9,3
59,2025-02-27 21:05:20.243036+08:00,2025-02-27 21:05:20.243036+08:00,0,9,18,1,3,51,3,7,37,8,22,42,9,0,0,0,0,0,0,0,0,0,0,0,2025,2,27,21,3,1,False,False,False,False,False,False,58,9,9,0,-0.951057,-0.309017,-0.5,0.866025,3,2,-0.951057,0.309017,1.22465e-16,-1,0,1,0.951057,-0.309017,-0.5,0.866025,1,3,0.951057,0.309017,0.866025,-0.5,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,0,8,7,7,0,6,3,7,6,8,0,5,0,3,3,10,0,10,0,4,4,5,1,8,3,2,2,6,1,4,3,10,9,3
60,2025-02-28 21:05:20.243036+08:00,2025-02-28 21:05:20.243036+08:00,0,8,52,37,13,51,3,7,37,6,52,42,9,0,0,0,0,0,0,0,0,0,81,0,2025,2,28,21,4,1,False,True,False,False,False,False,59,9,8,0,-0.587785,0.809017,-0.5,0.866025,8,8,-0.587785,0.809017,-0.5,-0.866025,6,4,0.587785,-0.809017,0,1,6,3,0.587785,-0.809017,0.866025,-0.5,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,0,8,7,7,0,1,3,7,6,8,0,9,0,3,3,10,0,11,0,4,4,5,1,0,3,2,2,6,1,0,3,10,9,3
61,2025-03-03 21:05:20.243036+08:00,2025-03-03 21:05:20.243036+08:00,0,4,9,56,15,51,3,7,37,4,7,6,9,0,0,0,0,0,0,0,0,0,184,0,2025,3,3,21,0,1,False,False,False,False,False,False,62,10,4,0,1.22465e-16,-1,-0.5,0.866025,1,7,0.951057,0.309017,-0.866025,0.5,9,3,-0.951057,-0.309017,1,6.12323e-17,7,3,0,1,0.866025,-0.5,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,1,0,8,7,7,0,9,3,7,6,8,0,0,0,3,3,10,0,1,0,4,4,5,1,11,3,2,2,6,1,9,3,10,9,3
62,2025-03-04 21:05:20.243036+08:00,2025-03-04 21:05:20.243036+08:00,0,9,1,23,3,51,3,7,37,8,1,6,9,0,0,0,0,0,0,0,0,0,106,0,2025,3,4,21,1,1,False,False,False,False,False,False,63,10,9,0,-0.951057,-0.309017,-0.5,0.866025,0,1,0.951057,-0.309017,-0.5,0.866025,3,10,-0.951057,0.309017,0.866025,-0.5,1,3,0.951057,0.309017,0.866025,-0.5,8,6,-0.587785,0.809017,0.5,-0.866025,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,6,4,0.587785,-0.809017,0,1,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,6,0,8,7,7,0,2,3,7,6,8,0,4,0,3,3,10,0,3,0,4,4,5,1,7,3,2,2,6,1,5,3,10,9,3
63,2025-03-05 21:05:20.243036+08:00,2025-03-05 21:05:20.243036+08:00,0,8,37,51,13,26,3,7,45,6,36,51,9,0,0,0,0,0,0,0,0,0,54,0,2025,3,5,21,2,1,False,False,False,False,False,False,64,10,8,0,-0.587785,0.809017,-0.5,0.866025,6,4,0.587785,-0.809017,0,1,8,6,-0.587785,0.809017,0.5,-0.866025,6,3,0.587785,-0.809017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,0,4,7,1,0,8,3,10,6,9,0,10,0,6,3,0,0,5,0,8,4,1,1,6,3,5,2,11,1,3,3,7,9,9
64,2025-03-06 21:05:20.243036+08:00,2025-03-06 21:05:20.243036+08:00,0,2,24,42,11,26,3,7,45,2,26,51,9,0,0,0,0,0,0,0,0,0,150,0,2025,3,6,21,3,1,False,False,False,False,False,False,65,10,2,0,0.587785,0.809017,-0.5,0.866025,4,0,1.22465e-16,-1,0.5,0.866025,7,2,0,1,1.22465e-16,-1,5,3,-0.587785,-0.809017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,0,4,7,1,0,0,3,10,6,9,0,11,0,6,3,0,0,9,0,8,4,1,1,1,3,5,2,11,1,1,3,7,9,9
65,2025-03-07 21:05:20.243036+08:00,2025-03-07 21:05:20.243036+08:00,0,0,32,16,7,26,3,7,45,0,32,51,9,0,0,0,0,0,0,0,0,0,133,0,2025,3,7,21,4,1,False,False,False,False,False,False,66,10,0,0,0.951057,-0.309017,-0.5,0.866025,5,5,-0.587785,-0.809017,0.866025,0.5,2,8,0.587785,0.809017,-0.5,-0.866025,3,3,-0.951057,0.309017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,10,0,4,7,1,0,4,3,10,6,9,0,7,0,6,3,0,0,2,0,8,4,1,1,3,3,5,2,11,1,6,3,7,9,9
66,2025-03-10 21:05:20.243036+08:00,2025-03-10 21:05:20.243036+08:00,0,8,51,39,13,26,3,7,45,6,48,87,9,0,0,0,0,0,0,0,0,0,224,0,2025,3,10,21,0,1,False,False,False,False,False,False,69,11,8,0,-0.587785,0.809017,-0.5,0.866025,8,6,-0.587785,0.809017,0.5,-0.866025,6,7,0.587785,-0.809017,-0.866025,0.5,6,3,0.587785,-0.809017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,8,0,4,7,1,0,7,3,10,6,9,0,3,0,6,3,0,0,4,0,8,4,1,1,2,3,5,2,11,1,10,3,7,9,9
67,2025-03-11 21:05:20.243036+08:00,2025-03-11 21:05:20.243036+08:00,0,2,42,25,11,26,3,7,45,2,46,27,9,0,0,0,0,0,0,0,0,0,1,0,2025,3,11,21,1,1,False,False,False,False,False,False,70,11,2,0,0.587785,0.809017,-0.5,0.866025,7,2,0,1,1.22465e-16,-1,4,1,1.22465e-16,-1,-0.5,0.866025,5,3,-0.587785,-0.809017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,2,0,4,7,1,0,6,3,10,6,9,0,5,0,6,3,0,0,10,0,8,4,1,1,8,3,5,2,11,1,4,3,7,9,9
68,2025-03-12 21:05:20.243036+08:00,2025-03-12 21:05:20.243036+08:00,0,0,16,31,7,26,3,7,45,0,16,27,9,0,0,0,0,0,0,0,0,0,215,0,2025,3,12,21,2,1,False,False,False,False,False,False,71,11,0,0,0.951057,-0.309017,-0.5,0.866025,2,8,0.587785,0.809017,-0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,3,3,-0.951057,0.309017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,0,4,7,1,0,1,3,10,6,9,0,9,0,6,3,0,0,11,0,8,4,1,1,0,3,5,2,11,1,0,3,7,9,9
69,2025-03-13 21:05:20.243036+08:00,2025-03-13 21:05:20.243036+08:00,0,4,10,54,15,26,3,7,45,4,11,27,9,0,0,0,0,0,0,0,0,0,237,0,2025,3,13,21,3,1,False,False,False,False,False,False,72,11,4,0,1.22465e-16,-1,-0.5,0.866025,1,9,0.951057,0.309017,-0.866025,-0.5,9,0,-0.951057,-0.309017,0.5,0.866025,7,3,0,1,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,5,0,4,7,1,0,3,3,10,6,9,0,2,0,6,3,0,0,7,0,8,4,1,1,4,3,5,2,11,1,8,3,7,9,9
70,2025-03-14 21:05:20.243036+08:00,2025-03-14 21:05:20.243036+08:00,0,9,5,20,3,26,3,7,45,8,3,63,9,0,0,0,0,0,0,0,0,0,222,0,2025,3,14,21,4,1,False,False,False,False,False,False,73,11,9,0,-0.951057,-0.309017,-0.5,0.866025,0,11,0.951057,-0.309017,-1,-1.83697e-16,3,5,-0.951057,0.309017,0.866025,0.5,1,3,0.951057,0.309017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,3,0,4,7,1,0,5,3,10,6,9,0,8,0,6,3,0,0,6,0,8,4,1,1,10,3,5,2,11,1,2,3,7,9,9
71,2025-03-17 21:05:20.243036+08:00,2025-03-17 21:05:20.243036+08:00,0,0,31,15,7,26,3,7,45,0,30,111,9,0,0,0,0,0,0,0,0,0,132,0,2025,3,17,21,0,1,False,False,False,False,False,False,76,12,0,0,0.951057,-0.309017,-0.5,0.866025,5,4,-0.587785,-0.809017,0,1,2,6,0.587785,0.809017,0.5,-0.866025,3,3,-0.951057,0.309017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,7,0,4,7,1,0,8,3,10,6,9,0,10,0,6,3,0,0,5,0,8,4,1,1,6,3,5,2,11,1,3,3,7,9,9
72,2025-03-18 21:05:20.243036+08:00,2025-03-18 21:05:20.243036+08:00,0,4,54,6,15,26,3,7,45,4,56,111,9,0,0,0,0,0,0,0,0,0,236,0,2025,3,18,21,1,1,False,False,False,False,False,False,77,12,4,0,1.22465e-16,-1,-0.5,0.866025,9,0,-0.951057,-0.309017,0.5,0.866025,1,2,0.951057,0.309017,1.22465e-16,-1,7,3,0,1,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,11,0,4,7,1,0,0,3,10,6,9,0,11,0,6,3,0,0,9,0,8,4,1,1,1,3,5,2,11,1,1,3,7,9,9
73,2025-03-19 21:05:20.243036+08:00,2025-03-19 21:05:20.243036+08:00,0,9,20,4,3,26,3,7,45,8,20,111,9,0,0,0,0,0,0,0,0,0,62,0,2025,3,19,21,2,1,False,False,False,False,False,False,78,12,9,0,-0.951057,-0.309017,-0.5,0.866025,3,5,-0.951057,0.309017,0.866025,0.5,0,8,0.951057,-0.309017,-0.5,-0.866025,1,3,0.951057,0.309017,0.866025,-0.5,4,3,1.22465e-16,-1,1,6.12323e-17,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,7,7,0,1,-0.866025,0.5,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,10,0,4,7,1,0,4,3,10,6,9,0,7,0,6,3,0,0,2,0,8,4,1,1,3,3,5,2,11,1,6,3,7,9,9
74,2025-03-20 21:05:20.243036+08:00,2025-03-20 21:05:20.243036+08:00,0,8,50,40,13,42,3,7,24,6,53,14,9,0,0,0,0,0,0,0,0,0,180,0,2025,3,20,21,3,1,False,False,False,False,False,False,79,12,8,0,-0.587785,0.809017,-0.5,0.866025,8,3,-0.587785,0.809017,1,6.12323e-17,6,9,0.587785,-0.809017,-0.866025,-0.5,6,3,0.587785,-0.809017,0.866025,-0.5,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,4,0,2,7,11,0,10,3,6,6,0,0,6,0,5,3,11,0,8,0,10,4,9,1,5,3,8,2,1,1,7,3,4,9,1
75,2025-03-21 21:05:20.243036+08:00,2025-03-21 21:05:20.243036+08:00,0,2,47,29,11,42,3,7,24,2,45,14,9,0,0,0,0,0,0,0,0,0,124,0,2025,3,21,21,4,1,False,False,False,False,False,False,80,12,2,0,0.587785,0.809017,-0.5,0.866025,7,10,0,1,0.866025,-0.5,4,11,1.22465e-16,-1,-1,-1.83697e-16,5,3,-0.587785,-0.809017,0.866025,-0.5,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,0,0,2,7,11,0,11,3,6,6,0,0,1,0,5,3,11,0,0,0,10,4,9,1,9,3,8,2,1,1,11,3,4,9,1
76,2025-03-24 21:05:20.243036+08:00,2025-03-24 21:05:20.243036+08:00,0,9,4,19,3,42,3,7,24,8,4,2,9,0,0,0,0,0,0,0,0,0,70,0,2025,3,24,21,0,1,False,False,False,False,False,False,83,13,9,0,-0.951057,-0.309017,-0.5,0.866025,0,8,0.951057,-0.309017,-0.5,-0.866025,3,4,-0.951057,0.309017,0,1,1,3,0.951057,0.309017,0.866025,-0.5,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,9,0,2,7,11,0,1,3,6,6,0,0,9,0,5,3,11,0,11,0,10,4,9,1,0,3,8,2,1,1,0,3,4,9,1
77,2025-03-25 21:05:20.243036+08:00,2025-03-25 21:05:20.243036+08:00,0,8,40,48,13,42,3,7,24,6,41,2,9,0,0,0,0,0,0,0,0,0,44,0,2025,3,25,21,1,1,False,False,False,False,False,False,84,13,8,0,-0.587785,0.809017,-0.5,0.866025,6,9,0.587785,-0.809017,-0.866025,-0.5,8,0,-0.587785,0.809017,0.5,0.866025,6,3,0.587785,-0.809017,0.866025,-0.5,7,2,0,1,1.22465e-16,-1,2,6,0.587785,0.809017,0.5,-0.866025,5,4,-0.587785,-0.809017,0,1,4,0,1.22465e-16,-1,0.5,0.866025,0,0,1.22465e-16,-1,-1,-1.83697e-16,0,0,0.587785,0.809017,-0.5,0.866025,0,0,-0.587785,0.809017,1,6.12323e-17,0,0,0.951057,0.309017,0.866025,-0.5,0,0,-0.587785,-0.809017,1.22465e-16,-1,0,0,-0.951057,-0.309017,-1,-1.83697e-16,0,0,0,1,0.866025,-0.5,0,0,0.587785,-0.809017,-0.866025,-0.5,0,5,0,2,7,11,0,3,3,6,6,0,0,2,0,5,3,11,0,7,0,10,4,9,1,4,3,8,2,1,1,8,3,4,9,1
